MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
AUDI,A5,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4575,4971,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,No,F = Standard,Pelvis/Torso,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,A5,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4905,5401,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,A6,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,5,"1,3,4,5,6",,4938,5622,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,5,8520,WAUGFBFC2EN072898,5,5,,,,,5,3951,"FRONTAL AIR BAG,KNEE AIR BAG",143.51100,22.92100,1823.02500,2019.79700,0.30,1121.10200,78.36100,140.77900,11.07000,1661.26500,2125.56800,0.22,594.25200,52.83000,8525,WAUCFAFC9EN066749,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",211.06500,27.91800,1059.54200,1149.49200,254.95400,3156.92700,8524,WAUCFAFC8EN056083,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",463.81000,3112.21300,0.09,1.51,No Tip,,,5,,Optional
AUDI,A6,2015,4 DR,PC,FWD,1,PASSENGER CAR,Uni-Body,5,"1,3,4,5,6",,4938,5622,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,5,8520,WAUGFBFC2EN072898,5,5,,,,,5,3951,"FRONTAL AIR BAG,KNEE AIR BAG",143.51100,22.92100,1823.02500,2019.79700,0.30,1121.10200,78.36100,140.77900,11.07000,1661.26500,2125.56800,0.22,594.25200,52.83000,8525,WAUCFAFC9EN066749,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",211.06500,27.91800,1059.54200,1149.49200,254.95400,3156.92700,8524,WAUCFAFC8EN056083,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",463.81000,3112.21300,0.09,1.51,No Tip,,,5,,Optional
AUDI,A7,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4,5,6",,5423,5589,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Standard
AUDI,A8,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4,5,6",,5390,6107,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F+R = Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6","1, 3",,,,,,Standard,"1,3,4,6",,,,,Optional,Optional,,,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,Standard,
AUDI,A8L,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4(5)6",,5390,6107,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3,4,5,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F+R = Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6","1, 3",,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Standard
AUDI,ALLROAD,2015,SW,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,5148,5148,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,5,8024,WAUBFAFLXDN009891,5,5,,,,,5,3676,FRONTAL AIR BAG,,,,,,,,,,,,,,,7028,WAUAFAFL5BN000377,4,5,5,4,5,,,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,7033,WAUAFAFL7BN001577,5,,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.116,1.38,No Tip,,,4,,Optional
AUDI,Q3,2015,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,4707,4894,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F= Standard,Pelvis/Torso,"1, 3",Seat,,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,Q5,2015,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,5368,5732,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6","1,3 = seat; 4,6 = outside trim",,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,4,8538,WA1LFBFP3EA044520,4,5,,,,,4,4189,FRONTAL AIR BAG,218.48100,31.17400,4511.48900,3270.04300,0.30,1038.80600,56.98800,175.10300,15.88500,2439.01200,1694.59200,0.32,819.42300,184.04400,8536,WA1C8AFP1EA052149,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",59.33600,14.57200,561.41400,1160.98200,166.00100,3408.94300,8532,WA1CFAFP4EA053575,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",253.15800,3453.79500,0.151,1.27,No Tip,,,4,,Optional
AUDI,Q5 HEV,2015,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,5611,5611,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6","1,3 = seat; 4,6 = outside trim",,,,"1, 3, 4, 5, 6",,,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,Optional,No,,,No,,,,,,,4,8538,WA1LFBFP3EA044520,4,5,,,,,4,4189,FRONTAL AIR BAG,218.48100,31.17400,4511.48900,3270.04300,0.30,1038.80600,56.98800,175.10300,15.88500,2439.01200,1694.59200,0.32,819.42300,184.04400,8536,WA1C8AFP1EA052149,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",59.33600,14.57200,561.41400,1160.98200,166.00100,3408.94300,8532,WA1CFAFP4EA053575,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",253.15800,3453.79500,0.151,1.27,No Tip,,,4,,Standard
AUDI,Q7,2015,SUV,MPV,AWD,1,SUV,Uni-Body,7,"1,3,4,5,6,7,9",,6790,7055,Standard,"1, 3, 4, 6",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6, 7, 9",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,,,,"1, 3, 4, 5, 6, 7, 8, 9",,,Optional,Standard,,,Standard,"1,3,4,6",,,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,No,,No,No,,,No,,,No,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,1.2,No Tip,,,4,,Optional
AUDI,R8,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,2,"1,3",,4211,4365,,,Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,R8 SPYDER,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,2,"1,3",,4266,4553,,,Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,RS5,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4575,4971,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,No,F = Standard,Pelvis/Torso,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,RS5,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4905,5401,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,RS7,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4,6",,5423,5589,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3,4,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Standard
AUDI,S3,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,5,"1,3,4,5,6",,4387,4641,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F= Standard; R= Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,No,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5,9005,WAUEFHFF8F1038719,4,5,,,,,4,3368,"FRONTAL AIR BAG,KNEE AIR BAG",217.33300,20.89300,2050.16200,1896.14400,0.45,1898.52600,637.09700,284.42900,12.36200,1462.18700,1886.13100,0.34,992.95300,618.48500,9008,WAUACGFF5F1019336,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",171.93400,26.52600,973.59000,1372.16900,284.54400,3458.00100,9007,WAUACGFF7F1015448,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",333.34500,2964.23900,0.109,1.41,No Tip,,,4,,Optional
AUDI,S4,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,5,"1,3,4,5,6",,4762,5181,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,No,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,,,,"1, 3, 4, 5, 6",,,,,,,Standard,"1,3,4,6",,,,,Optional,Optional,,,No,,Optional,No,,,No,,,,,,,5,8024,WAUBFAFLXDN009891,5,5,,,,,5,3676,FRONTAL AIR BAG,103.88600,25.29800,570.10800,1194.85300,0.28,889.19500,70.16200,252.26200,14.03200,498.50500,925.37900,0.35,638.51600,286.09700,7028,WAUAFAFL5BN000377,4,5,5,4,5,,,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",181.66400,35.02800,1127.38300,1075.02300,133.66200,3512.47300,7033,WAUAFAFL7BN001577,5,,These ratings are applicable to vehicles with side curtains in the front and rear seats and torso/pelvis side air bags in the front seats.,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",317.68800,2882.63800,0.099,1.46,No Tip,,,5,,Optional
AUDI,S5,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4575,4971,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,No,F = Standard,Pelvis/Torso,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,S5,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,4,"1,3,4,6",,4905,5401,,,Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Optional
AUDI,S6,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,5,"1,3,4,5,6",,4938,5622,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,5,8520,WAUGFBFC2EN072898,5,5,,,,,5,3951,"FRONTAL AIR BAG,KNEE AIR BAG",143.51100,22.92100,1823.02500,2019.79700,0.30,1121.10200,78.36100,140.77900,11.07000,1661.26500,2125.56800,0.22,594.25200,52.83000,8525,WAUCFAFC9EN066749,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row.,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",211.06500,27.91800,1059.54200,1149.49200,254.95400,3156.92700,8524,WAUCFAFC8EN056083,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",463.81000,3112.21300,0.09,1.51,No Tip,,,5,,Optional
AUDI,S7,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4(5)6",,5423,5589,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3,4,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Standard
AUDI,S8,2015,4 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,4 or 5,"1,3,4(5)6",,5390,6107,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3,4,6",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F+R = Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6","1, 3",,Standard,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,No,,Optional,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,Standard
AUDI,SQ5,2015,SUV,MPV,AWD,1,SUV,Uni-Body,5,"1,3,4,5,6",,5368,5732,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,F = Standard; R = Optional,Pelvis/Torso,"1, 3, 4, 6","1,3 = seat; 4,6 = outside trim",,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Standard,"1,3,4,6",,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,No,No,,Optional,No,,,No,,,,,,,4,8538,WA1LFBFP3EA044520,4,5,,,,,4,4189,FRONTAL AIR BAG,218.48100,31.17400,4511.48900,3270.04300,0.30,1038.80600,56.98800,175.10300,15.88500,2439.01200,1694.59200,0.32,819.42300,184.04400,8536,WA1C8AFP1EA052149,5,5,5,5,5,,,,These ratings do not apply to vehicles with optional torso/pelvis side air bags in the second row,5,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",59.33600,14.57200,561.41400,1160.98200,166.00100,3408.94300,8532,WA1CFAFP4EA053575,5,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",253.15800,3453.79500,0.151,1.27,No Tip,,,4,,Optional
AUDI,TT,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,2+2,"1,3,4,6",,4012,4090,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1, 3",,"4, 6",Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,TT ROADSTER,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,2,"1,3",,3946,4023,,,Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,TTS,2015,2 DR,PC,AWD,1,PASSENGER CAR,Uni-Body,2+2,"1,3,4,6",,4012,4090,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1, 3",,"4, 6",Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
AUDI,TTS ROADSTER,2015,C,PC,AWD,1,PASSENGER CAR,Uni-Body,2,"1,3",,3946,4023,,,Standard,"1,3",Standard,"1,3",Standard,"1, 3",,,Standard,Head/Torso,"1, 3",Seat,Yes,N/A,,,,,Standard,"1, 3",,"1, 3",,,,Standard,,,Standard,"1,3",,,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,No,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
